ts_code,trade_time,open,high,low,close,vol,amount
002148.SZ,2026-03-02 09:30:00,8.71,8.72,8.69,8.69,112000,975299.0
002148.SZ,2026-03-02 09:31:00,8.7,8.7,8.66,8.7,266500,2314365.0
002148.SZ,2026-03-02 09:32:00,8.69,8.7,8.67,8.7,240817,2091926.9
002148.SZ,2026-03-02 09:33:00,8.71,8.73,8.68,8.68,242500,2110672.0
002148.SZ,2026-03-02 09:34:00,8.68,8.68,8.61,8.63,404988,3501483.2
002148.SZ,2026-03-02 09:35:00,8.62,8.62,8.59,8.6,229800,1977619.0
002148.SZ,2026-03-02 09:36:00,8.61,8.61,8.55,8.56,274600,2355957.0
002148.SZ,2026-03-02 09:37:00,8.56,8.58,8.56,8.58,100700,862602.0
002148.SZ,2026-03-02 09:38:00,8.58,8.58,8.49,8.5,686800,5864288.0
002148.SZ,2026-03-02 09:39:00,8.54,8.54,8.48,8.5,222305,1889732.5
002148.SZ,2026-03-02 09:40:00,8.5,8.55,8.49,8.55,275900,2347741.0
002148.SZ,2026-03-02 09:41:00,8.57,8.59,8.57,8.57,128500,1102167.0
002148.SZ,2026-03-02 09:42:00,8.57,8.57,8.54,8.56,176800,1513702.0
002148.SZ,2026-03-02 09:43:00,8.54,8.57,8.54,8.56,99400,850257.0
002148.SZ,2026-03-02 09:44:00,8.55,8.56,8.54,8.54,113000,965921.0
002148.SZ,2026-03-02 09:45:00,8.54,8.54,8.51,8.51,361600,3080984.0
002148.SZ,2026-03-02 09:46:00,8.52,8.54,8.52,8.53,108900,927882.44
002148.SZ,2026-03-02 09:47:00,8.52,8.52,8.47,8.48,535300,4546360.0
002148.SZ,2026-03-02 09:48:00,8.47,8.5,8.47,8.5,152500,1293848.0
002148.SZ,2026-03-02 09:49:00,8.49,8.51,8.49,8.49,88158,749257.44
002148.SZ,2026-03-02 09:50:00,8.51,8.52,8.49,8.51,276500,2350855.0
002148.SZ,2026-03-02 09:51:00,8.51,8.52,8.49,8.49,136500,1160594.0
002148.SZ,2026-03-02 09:52:00,8.49,8.5,8.48,8.49,130262,1106229.1
002148.SZ,2026-03-02 09:53:00,8.49,8.49,8.48,8.49,102900,872995.0
002148.SZ,2026-03-02 09:54:00,8.49,8.49,8.45,8.46,540180,4576023.5
002148.SZ,2026-03-02 09:55:00,8.45,8.46,8.44,8.46,191100,1614881.0
002148.SZ,2026-03-02 09:56:00,8.45,8.46,8.44,8.45,314100,2653996.0
002148.SZ,2026-03-02 09:57:00,8.45,8.45,8.41,8.43,273500,2305071.0
002148.SZ,2026-03-02 09:58:00,8.44,8.44,8.43,8.43,128000,1079073.0
002148.SZ,2026-03-02 09:59:00,8.43,8.44,8.42,8.43,317500,2674823.0
002148.SZ,2026-03-02 10:00:00,8.42,8.44,8.42,8.43,107800,908321.0
002148.SZ,2026-03-02 10:01:00,8.43,8.44,8.42,8.43,106300,896137.0
002148.SZ,2026-03-02 10:02:00,8.43,8.45,8.43,8.45,92100,776656.0
002148.SZ,2026-03-02 10:03:00,8.45,8.45,8.42,8.42,173400,1462110.0
002148.SZ,2026-03-02 10:04:00,8.43,8.43,8.39,8.39,703300,5913542.0
002148.SZ,2026-03-02 10:05:00,8.39,8.41,8.38,8.4,456900,3832552.0
002148.SZ,2026-03-02 10:06:00,8.4,8.4,8.38,8.38,156200,1309939.0
002148.SZ,2026-03-02 10:07:00,8.38,8.38,8.35,8.35,322400,2696038.0
002148.SZ,2026-03-02 10:08:00,8.35,8.36,8.33,8.34,309500,2583598.0
002148.SZ,2026-03-02 10:09:00,8.33,8.35,8.33,8.35,208600,1739844.0
002148.SZ,2026-03-02 10:10:00,8.35,8.35,8.33,8.33,190700,1590395.0
002148.SZ,2026-03-02 10:11:00,8.33,8.33,8.3,8.3,340000,2828042.0
002148.SZ,2026-03-02 10:12:00,8.3,8.31,8.3,8.3,165500,1373725.0
002148.SZ,2026-03-02 10:13:00,8.3,8.3,8.29,8.29,342400,2840068.0
002148.SZ,2026-03-02 10:14:00,8.3,8.3,8.29,8.3,222627,1846450.1
002148.SZ,2026-03-02 10:15:00,8.31,8.31,8.29,8.29,292473,2427983.0
002148.SZ,2026-03-02 10:16:00,8.3,8.31,8.29,8.3,216200,1794507.0
002148.SZ,2026-03-02 10:17:00,8.3,8.3,8.28,8.29,166800,1382970.0
002148.SZ,2026-03-02 10:18:00,8.29,8.29,8.26,8.26,248600,2057358.0
002148.SZ,2026-03-02 10:19:00,8.25,8.27,8.25,8.27,262180,2165974.8
002148.SZ,2026-03-02 10:20:00,8.27,8.28,8.26,8.27,181800,1504024.0
002148.SZ,2026-03-02 10:21:00,8.27,8.28,8.27,8.28,155400,1285609.0
002148.SZ,2026-03-02 10:22:00,8.27,8.29,8.27,8.29,72600,601516.0
002148.SZ,2026-03-02 10:23:00,8.29,8.3,8.27,8.28,149500,1238161.0
002148.SZ,2026-03-02 10:24:00,8.28,8.29,8.28,8.28,147100,1218441.0
002148.SZ,2026-03-02 10:25:00,8.28,8.28,8.27,8.27,172200,1424702.0
002148.SZ,2026-03-02 10:26:00,8.27,8.28,8.26,8.28,86100,712514.0
002148.SZ,2026-03-02 10:27:00,8.28,8.28,8.27,8.28,34400,284714.0
002148.SZ,2026-03-02 10:28:00,8.28,8.29,8.28,8.29,57100,473181.0
002148.SZ,2026-03-02 10:29:00,8.29,8.3,8.29,8.29,44500,369072.0
002148.SZ,2026-03-02 10:30:00,8.3,8.3,8.28,8.29,117600,974447.0
002148.SZ,2026-03-02 10:31:00,8.29,8.29,8.26,8.27,282300,2336046.0
002148.SZ,2026-03-02 10:32:00,8.27,8.28,8.26,8.27,52500,434164.0
002148.SZ,2026-03-02 10:33:00,8.27,8.29,8.26,8.29,158800,1314829.0
002148.SZ,2026-03-02 10:34:00,8.28,8.29,8.27,8.27,82900,686436.0
002148.SZ,2026-03-02 10:35:00,8.28,8.28,8.27,8.28,26200,216826.0
002148.SZ,2026-03-02 10:36:00,8.28,8.29,8.27,8.29,53800,445493.0
002148.SZ,2026-03-02 10:37:00,8.29,8.29,8.28,8.29,53600,444064.0
002148.SZ,2026-03-02 10:38:00,8.29,8.3,8.29,8.3,31200,258740.0
002148.SZ,2026-03-02 10:39:00,8.3,8.3,8.29,8.3,65700,545204.0
002148.SZ,2026-03-02 10:40:00,8.3,8.31,8.3,8.3,70200,582929.0
002148.SZ,2026-03-02 10:41:00,8.31,8.32,8.3,8.32,49900,414952.0
002148.SZ,2026-03-02 10:42:00,8.32,8.32,8.31,8.32,69900,581382.0
002148.SZ,2026-03-02 10:43:00,8.32,8.32,8.3,8.31,99400,826165.0
002148.SZ,2026-03-02 10:44:00,8.31,8.31,8.29,8.29,135300,1122950.0
002148.SZ,2026-03-02 10:45:00,8.31,8.31,8.3,8.3,32200,267487.0
002148.SZ,2026-03-02 10:46:00,8.31,8.31,8.3,8.31,33800,280832.0
002148.SZ,2026-03-02 10:47:00,8.31,8.31,8.29,8.3,73900,613618.0
002148.SZ,2026-03-02 10:48:00,8.3,8.31,8.29,8.3,54100,449051.0
002148.SZ,2026-03-02 10:49:00,8.3,8.31,8.3,8.3,35800,297172.0
002148.SZ,2026-03-02 10:50:00,8.31,8.31,8.3,8.31,36000,299105.0
002148.SZ,2026-03-02 10:51:00,8.32,8.32,8.3,8.32,35400,294209.0
002148.SZ,2026-03-02 10:52:00,8.32,8.32,8.31,8.32,48600,404186.0
002148.SZ,2026-03-02 10:53:00,8.33,8.34,8.32,8.34,37800,314885.0
002148.SZ,2026-03-02 10:54:00,8.34,8.34,8.33,8.33,136300,1135558.0
002148.SZ,2026-03-02 10:55:00,8.32,8.32,8.31,8.31,224000,1863503.0
002148.SZ,2026-03-02 10:56:00,8.31,8.31,8.28,8.29,167300,1387825.0
002148.SZ,2026-03-02 10:57:00,8.29,8.29,8.28,8.29,51000,422593.0
002148.SZ,2026-03-02 10:58:00,8.29,8.29,8.28,8.29,6400,53041.0
002148.SZ,2026-03-02 10:59:00,8.29,8.29,8.28,8.29,34800,288458.0
002148.SZ,2026-03-02 11:00:00,8.3,8.3,8.29,8.3,51400,426158.0
002148.SZ,2026-03-02 11:01:00,8.29,8.29,8.28,8.29,64200,532214.0
002148.SZ,2026-03-02 11:02:00,8.28,8.28,8.27,8.27,367200,3038468.0
002148.SZ,2026-03-02 11:03:00,8.27,8.28,8.27,8.27,31200,258103.0
002148.SZ,2026-03-02 11:04:00,8.28,8.28,8.27,8.28,38300,317058.0
002148.SZ,2026-03-02 11:05:00,8.28,8.28,8.28,8.28,14400,119232.0
002148.SZ,2026-03-02 11:06:00,8.27,8.28,8.27,8.27,30800,254846.0
002148.SZ,2026-03-02 11:07:00,8.27,8.28,8.27,8.28,23500,194390.0
002148.SZ,2026-03-02 11:08:00,8.28,8.29,8.27,8.29,42300,350223.0
002148.SZ,2026-03-02 11:09:00,8.29,8.29,8.28,8.28,12897,106911.16
002148.SZ,2026-03-02 11:10:00,8.29,8.29,8.27,8.29,42000,347725.0
002148.SZ,2026-03-02 11:11:00,8.28,8.29,8.28,8.29,28300,234592.0
002148.SZ,2026-03-02 11:12:00,8.29,8.29,8.28,8.29,20600,170721.0
002148.SZ,2026-03-02 11:13:00,8.29,8.29,8.28,8.28,137203,1136103.9
002148.SZ,2026-03-02 11:14:00,8.28,8.28,8.27,8.28,24900,206137.0
002148.SZ,2026-03-02 11:15:00,8.27,8.28,8.26,8.26,182600,1509986.0
002148.SZ,2026-03-02 11:16:00,8.26,8.27,8.26,8.27,68900,569200.0
002148.SZ,2026-03-02 11:17:00,8.26,8.26,8.25,8.26,286300,2364468.0
002148.SZ,2026-03-02 11:18:00,8.26,8.26,8.26,8.26,42720,352865.2
002148.SZ,2026-03-02 11:19:00,8.26,8.26,8.25,8.26,35700,294851.0
002148.SZ,2026-03-02 11:20:00,8.27,8.27,8.26,8.26,41000,338668.0
002148.SZ,2026-03-02 11:21:00,8.26,8.27,8.25,8.27,33300,275023.0
002148.SZ,2026-03-02 11:22:00,8.25,8.26,8.25,8.26,72000,594057.0
002148.SZ,2026-03-02 11:23:00,8.26,8.26,8.25,8.26,30000,247785.0
002148.SZ,2026-03-02 11:24:00,8.26,8.27,8.25,8.27,11800,97512.0
002148.SZ,2026-03-02 11:25:00,8.27,8.27,8.26,8.26,8700,71948.0
002148.SZ,2026-03-02 11:26:00,8.27,8.27,8.27,8.27,25400,210056.0
002148.SZ,2026-03-02 11:27:00,8.27,8.27,8.26,8.26,24200,200022.0
002148.SZ,2026-03-02 11:28:00,8.27,8.27,8.26,8.27,17900,148004.0
002148.SZ,2026-03-02 11:29:00,8.27,8.27,8.26,8.27,17700,146366.0
002148.SZ,2026-03-02 11:30:00,8.27,8.28,8.27,8.27,9100,75275.0
002148.SZ,2026-03-02 13:01:00,8.27,8.28,8.27,8.28,103100,853293.0
