ts_code,trade_time,open,high,low,close,vol,amount
000036.SZ,2026-04-01 09:30:00,4.93,4.93,4.92,4.93,208800,1029227.0
000036.SZ,2026-04-01 09:31:00,4.93,4.94,4.89,4.89,864500,4249346.0
000036.SZ,2026-04-01 09:32:00,4.89,4.9,4.86,4.87,767800,3750217.0
000036.SZ,2026-04-01 09:33:00,4.86,4.87,4.86,4.86,199200,968505.0
000036.SZ,2026-04-01 09:34:00,4.86,4.88,4.86,4.88,388600,1891603.0
000036.SZ,2026-04-01 09:35:00,4.88,4.88,4.86,4.87,106000,516106.0
000036.SZ,2026-04-01 09:36:00,4.86,4.88,4.86,4.88,276700,1348233.0
000036.SZ,2026-04-01 09:37:00,4.88,4.88,4.86,4.86,287300,1399336.0
000036.SZ,2026-04-01 09:38:00,4.86,4.87,4.86,4.87,155300,755141.0
000036.SZ,2026-04-01 09:39:00,4.86,4.88,4.86,4.88,125000,608695.0
000036.SZ,2026-04-01 09:40:00,4.87,4.88,4.86,4.86,109300,532255.0
000036.SZ,2026-04-01 09:41:00,4.87,4.87,4.86,4.86,159300,775014.0
000036.SZ,2026-04-01 09:42:00,4.87,4.89,4.86,4.89,256800,1251665.0
000036.SZ,2026-04-01 09:43:00,4.89,4.89,4.88,4.88,299600,1462134.0
000036.SZ,2026-04-01 09:44:00,4.88,4.89,4.88,4.88,112900,550761.0
000036.SZ,2026-04-01 09:45:00,4.88,4.89,4.87,4.89,192500,939508.0
000036.SZ,2026-04-01 09:46:00,4.88,4.89,4.88,4.88,85600,417897.0
000036.SZ,2026-04-01 09:47:00,4.87,4.88,4.87,4.87,490700,2391328.0
000036.SZ,2026-04-01 09:48:00,4.86,4.87,4.85,4.86,378500,1839912.0
000036.SZ,2026-04-01 09:49:00,4.85,4.86,4.85,4.85,92600,449334.0
000036.SZ,2026-04-01 09:50:00,4.86,4.86,4.85,4.86,121300,589249.0
000036.SZ,2026-04-01 09:51:00,4.87,4.87,4.85,4.85,119300,579431.0
000036.SZ,2026-04-01 09:52:00,4.86,4.86,4.84,4.85,270400,1310992.0
000036.SZ,2026-04-01 09:53:00,4.85,4.85,4.84,4.84,130600,632813.0
000036.SZ,2026-04-01 09:54:00,4.85,4.85,4.84,4.84,126400,612934.0
000036.SZ,2026-04-01 09:55:00,4.84,4.84,4.83,4.83,352900,1707093.0
